/usr/bin/python3.6 /home/yong/Desktop/GitHome/CS5590_Python/IPCs/dl/7/source/task2.py
episode: 1/1000, score: 199, e: 0.99
episode: 2/1000, score: 199, e: 0.99
episode: 3/1000, score: 199, e: 0.99
episode: 4/1000, score: 199, e: 0.98
episode: 5/1000, score: 199, e: 0.98
episode: 6/1000, score: 199, e: 0.97
episode: 7/1000, score: 199, e: 0.97
episode: 8/1000, score: 199, e: 0.96
episode: 9/1000, score: 199, e: 0.96
episode: 10/1000, score: 199, e: 0.95
episode: 11/1000, score: 199, e: 0.95
episode: 12/1000, score: 199, e: 0.94
episode: 13/1000, score: 199, e: 0.94
episode: 14/1000, score: 199, e: 0.93
episode: 15/1000, score: 199, e: 0.93
episode: 16/1000, score: 199, e: 0.92
episode: 17/1000, score: 199, e: 0.92
episode: 18/1000, score: 199, e: 0.91
episode: 19/1000, score: 199, e: 0.91
episode: 20/1000, score: 199, e: 0.9
episode: 21/1000, score: 199, e: 0.9
episode: 22/1000, score: 199, e: 0.9
episode: 23/1000, score: 199, e: 0.89
episode: 24/1000, score: 199, e: 0.89
episode: 25/1000, score: 199, e: 0.88
episode: 26/1000, score: 199, e: 0.88
episode: 27/1000, score: 199, e: 0.87
episode: 28/1000, score: 199, e: 0.87
episode: 29/1000, score: 199, e: 0.86
episode: 30/1000, score: 199, e: 0.86
episode: 31/1000, score: 199, e: 0.86
episode: 32/1000, score: 199, e: 0.85
episode: 33/1000, score: 199, e: 0.85
episode: 34/1000, score: 199, e: 0.84
episode: 35/1000, score: 199, e: 0.84
episode: 36/1000, score: 199, e: 0.83
episode: 37/1000, score: 199, e: 0.83
episode: 38/1000, score: 199, e: 0.83
episode: 39/1000, score: 199, e: 0.82
episode: 40/1000, score: 199, e: 0.82
episode: 41/1000, score: 199, e: 0.81
episode: 42/1000, score: 199, e: 0.81
episode: 43/1000, score: 199, e: 0.81
episode: 44/1000, score: 199, e: 0.8
episode: 45/1000, score: 199, e: 0.8
episode: 46/1000, score: 199, e: 0.79
episode: 47/1000, score: 199, e: 0.79
episode: 48/1000, score: 199, e: 0.79
episode: 49/1000, score: 199, e: 0.78
episode: 50/1000, score: 199, e: 0.78
episode: 51/1000, score: 199, e: 0.77
episode: 52/1000, score: 199, e: 0.77
episode: 53/1000, score: 199, e: 0.77
episode: 54/1000, score: 199, e: 0.76
episode: 55/1000, score: 199, e: 0.76
episode: 56/1000, score: 199, e: 0.76
episode: 57/1000, score: 199, e: 0.75
episode: 58/1000, score: 199, e: 0.75
episode: 59/1000, score: 199, e: 0.74
episode: 60/1000, score: 199, e: 0.74
episode: 61/1000, score: 199, e: 0.74
episode: 62/1000, score: 199, e: 0.73
episode: 63/1000, score: 199, e: 0.73
episode: 64/1000, score: 199, e: 0.73
episode: 65/1000, score: 199, e: 0.72
episode: 66/1000, score: 199, e: 0.72
episode: 67/1000, score: 199, e: 0.71
episode: 68/1000, score: 199, e: 0.71
episode: 69/1000, score: 199, e: 0.71
episode: 70/1000, score: 199, e: 0.7
episode: 71/1000, score: 199, e: 0.7
episode: 72/1000, score: 199, e: 0.7
episode: 73/1000, score: 199, e: 0.69
episode: 74/1000, score: 199, e: 0.69
episode: 75/1000, score: 199, e: 0.69
episode: 76/1000, score: 199, e: 0.68
episode: 77/1000, score: 199, e: 0.68
episode: 78/1000, score: 199, e: 0.68
episode: 79/1000, score: 199, e: 0.67
episode: 80/1000, score: 199, e: 0.67
episode: 81/1000, score: 199, e: 0.67
episode: 82/1000, score: 199, e: 0.66
episode: 83/1000, score: 199, e: 0.66
episode: 84/1000, score: 199, e: 0.66
episode: 85/1000, score: 199, e: 0.65
episode: 86/1000, score: 199, e: 0.65
episode: 87/1000, score: 199, e: 0.65
episode: 88/1000, score: 199, e: 0.64
episode: 89/1000, score: 199, e: 0.64
episode: 90/1000, score: 199, e: 0.64
episode: 91/1000, score: 199, e: 0.63
episode: 92/1000, score: 199, e: 0.63
episode: 93/1000, score: 199, e: 0.63
episode: 94/1000, score: 199, e: 0.62
episode: 95/1000, score: 199, e: 0.62
episode: 96/1000, score: 199, e: 0.62
episode: 97/1000, score: 199, e: 0.61
episode: 98/1000, score: 199, e: 0.61
episode: 99/1000, score: 199, e: 0.61
episode: 100/1000, score: 199, e: 0.61
episode: 101/1000, score: 199, e: 0.6
episode: 102/1000, score: 199, e: 0.6
episode: 103/1000, score: 199, e: 0.6
episode: 104/1000, score: 199, e: 0.59
episode: 105/1000, score: 199, e: 0.59
episode: 106/1000, score: 199, e: 0.59
episode: 107/1000, score: 199, e: 0.58
episode: 108/1000, score: 199, e: 0.58
episode: 109/1000, score: 199, e: 0.58
episode: 110/1000, score: 199, e: 0.58
episode: 111/1000, score: 199, e: 0.57
